time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.1,3.3807133315211043e-06,-4.571257226015135e-06,10.015257736031606,6.282137933954736,6.282454386330636,0.0,0.0001785052653893764,-0.00024896179343339626,0.3050884893075053,-0.028167725472848355,-0.01919461373585983,0.0,463.2335013486867,462.32723319188824,462.9207461466181,461.5892393459267
0.19999999999999998,7.421306905757102e-05,-0.00012542749024629528,10.05308674340444,6.279575925411994,6.283064417061901,0.0,0.001228201481916893,-0.0026413973373339865,0.45140386742841127,-0.02189777286588046,0.03633406067427956,0.0,431.57988673595617,434.3824314976854,433.14501683567835,433.46108039171133
0.3,0.0001494564655483291,-0.0006283190173548898,10.107602438068453,6.277953817625598,0.0042431161467364475,0.0,-0.0005061780835225928,-0.007744618392070327,0.6387484311884364,-0.008177405136503451,0.05382875041115742,0.0,440.60189923131014,441.4698261297179,440.8069865042348,441.48670958555994
0.4000000000000001,-0.00034364229581193827,-0.0018288415074294055,10.199453904731147,6.275218243903158,0.01178941487791274,0.0,-0.01109062794362131,-0.016797804418080563,1.1974950212842037,-0.06386714520605867,0.10206979869295749,0.0,506.19039038817647,508.2723659876419,507.3812211767311,504.9765323560794
0.5000000000000001,-0.0022628780914325493,-0.004048566396214097,10.327384264944254,6.269581236360025,0.02069886442875113,0.0,-0.028985365034704814,-0.028657896452387435,1.3607471636913082,-0.04593573481145107,0.06649164793034489,0.0,438.219877092848,436.4486745531701,437.8365970980383,438.72842232613175
0.6000000000000002,-0.006468986567034945,-0.007765045792437085,10.473058727532637,6.26708279969046,0.027280888886062726,0.0,-0.05636472774595268,-0.04622150337612375,1.552266795014036,0.0009418625900552997,0.06480687687411954,0.0,445.0562318977209,444.9767003893094,441.0847406928946,443.40088753593244
0.7000000000000003,-0.013788883467951043,-0.013319715112820495,10.637258798085517,6.267313759418059,0.03550849154861346,0.0,-0.09147285722611141,-0.06482749306552579,1.7312274066393247,0.004332697505490617,0.10451332483803223,0.0,441.05986655984367,443.0283509724362,441.56991967757796,441.7376610700693
0.8000000000000004,-0.02471914500204505,-0.02053765501389707,10.808003639421068,6.267998730468477,0.04764633532473539,0.0,-0.12889352348670935,-0.07943959150581786,1.6837230188392425,0.010529386981268818,0.14294567234826067,0.0,396.0720091107013,398.201943973527,397.2636166935473,397.6042711561032
0.9000000000000005,-0.04066303395002843,-0.02937520269231331,10.987080210792813,6.268887352489013,0.06178776397931873,0.0,-0.192662777422977,-0.09712315871934438,1.89705671748268,0.006378333303116678,0.13908444700649158,0.0,448.7128330098498,448.54314493226275,449.3840895426392,449.1820494825737
1.0000000000000004,-0.0632764202393341,-0.03980605921830433,11.17911814887619,6.271353784817913,0.07299085927038362,0.0,-0.2615804320291217,-0.11115367079830164,1.943416045311609,0.04779926696552323,0.05299485600339661,0.0,419.7461793727973,415.25064508647336,416.4846975585941,418.6528422781263
1.1000000000000005,-0.09346813948681373,-0.05150408836082099,11.378599603179444,6.275460407180134,0.07822627837044127,0.0,-0.3431450108402273,-0.12206169113710084,2.045808948088211,0.03019685099522995,0.05138733920510051,0.0,428.0720589838466,427.9918766940209,430.35833871648254,429.4644626059212
1.2000000000000006,-0.13202082338641355,-0.06408185619426301,11.587219341303266,6.278799951938417,0.08466501077012811,0.0,-0.4289371169446352,-0.1289385157985605,2.1262131195591487,0.03803800793633461,0.08159208872453773,0.0,423.31208470147857,424.8718815758452,426.01574232474,426.4183092817436
1.3000000000000007,-0.180544879875003,-0.0772051598020274,11.81539764093799,6.281886515527432,0.09477063005471997,0.0,-0.5434507166233647,-0.13284815262875282,2.4360233908814077,0.019225615244611586,0.1254163817166108,0.0,466.6821979560503,468.7380901665844,470.4697474127212,469.5953109858722
1.4000000000000008,-0.2415413228431957,-0.09053875069227517,12.077615929601567,0.0021964856670084743,0.1076855902519478,0.0,-0.6791061435930987,-0.13314655025246186,2.806467229322607,0.055285455487772764,0.13453209309206896,0.0,480.74242956142143,481.1705250506087,480.75438419084634,482.3913680305157
1.5000000000000009,-0.3162609147929227,-0.1036243441026276,12.370202962602626,0.010439348368710633,0.12100747553986313,0.0,-0.8177741741500255,-0.12708334996845522,3.043778773714063,0.1143776753609597,0.1312252711092021,0.0,459.2945086324968,459.1528359701929,458.44199997049253,461.2556337972329
1.600000000000001,-0.40403827240701284,-0.11570679624846775,12.673378435489925,0.021340248719077692,0.13498884935209077,0.0,-0.9399117050240205,-0.11288206390963992,3.019451270933531,0.10048579554158471,0.1516317869172025,0.0,409.40493141625626,410.51276820309965,411.1262901948899,410.39861648847585
1.700000000000001,-0.5059559993207298,-0.1256493108847934,12.982865538629762,0.03240607115402483,0.14862553043017535,0.0,-1.10089969751575,-0.08404317767566656,3.1689920135614877,0.12445879496402673,0.10896556428692868,0.0,446.2672248037491,444.18953735801887,444.8616154280085,446.048593777822
1.8000000000000012,-0.6240456480562365,-0.13220395869763638,13.302881881566853,0.046249459810198346,0.158556513271356,0.0,-1.2625761652109444,-0.04482365139118618,3.230506089712188,0.15675262874217166,0.08318495884885174,0.0,431.9190892129461,430.6212676054159,427.378241396139,429.0449505170688
1.9000000000000012,-0.760080390028385,-0.13369167638606785,13.636761346110378,0.06237066646730405,0.16697423490061958,0.0,-1.4595777676875494,0.01804650471331111,3.445291014371348,0.16759290110246236,0.0856488114949352,0.0,458.8395351538948,458.9624381750086,461.2693088060348,461.80630061304515
